CompetitorName,ProductID,CompetitorPrice,DateChecked
Walmart,P033,1650.37,2024-05-23 01:39:27.567567566
Costco,P003,661.52,2024-03-28 13:40:10.810810810
Costco,P038,1713.22,2024-04-24 11:43:25.405405404
BestBuy,P049,1873.68,2024-03-18 06:24:51.891891891
Costco,P043,1929.02,2024-05-04 14:59:27.567567566
BestBuy,P009,170.86,2024-04-15 20:20:54.054054054
BestBuy,P021,148.31,2024-01-26 06:10:27.027027027
Target,P043,899.36,2024-05-23 21:35:51.351351350
BestBuy,P029,1609.17,2024-06-04 04:46:50.810810810
Walmart,P039,537.8,2024-06-08 16:27:23.243243242
Target,P015,1356.11,2024-06-05 08:41:48.108108108
Target,P008,642.08,2024-04-19 20:03:36.216216216
Walmart,P012,157.26,2024-05-25 05:30:05.405405404
BestBuy,P023,1190.7,2024-06-05 12:41:04.864864864
BestBuy,P027,91.72,2024-05-14 02:18:22.702702702
Target,P004,1214.31,2024-04-14 08:27:23.243243242
Costco,P003,1370.05,2024-06-02 16:53:20.000000000
Walmart,P045,486.81,2024-01-17 02:50:05.405405405
BestBuy,P034,538.09,2024-03-25 21:51:42.702702702
Costco,P047,1517.42,2024-05-21 01:48:06.486486486
Walmart,P040,500.43,2024-03-11 10:54:24.864864864
Costco,P039,584.83,2024-04-20 19:59:16.756756756
Walmart,P048,72.67,2024-04-15 20:20:54.054054054
Walmart,P001,347.25,2024-02-18 20:28:06.486486486
Costco,P013,685.66,2024-03-14 02:42:52.972972973
BestBuy,P002,1403.91,2024-01-10 03:20:21.621621621
Target,P037,1242.36,2024-03-09 15:02:20.540540540
BestBuy,P017,1859.37,2024-05-08 22:40:43.243243242
BestBuy,P033,739.84,2024-05-06 06:52:15.135135134
Walmart,P013,101.99,2024-04-15 16:21:37.297297296
BestBuy,P003,83.87,2024-05-24 05:34:24.864864864
Walmart,P047,404.91,2024-04-20 23:58:33.513513512
Target,P046,1690.0,2024-03-10 22:56:34.594594594
Target,P015,1122.58,2024-03-13 18:44:19.459459459
Target,P038,346.47,2024-05-25 17:27:55.675675674
Costco,P032,576.51,2024-04-19 16:04:19.459459458
Walmart,P040,1524.21,2024-05-11 06:30:37.837837838
BestBuy,P012,1103.14,2024-02-09 13:08:28.108108108
Target,P043,175.25,2024-04-30 07:18:11.891891892
Costco,P048,618.96,2024-03-08 15:06:40.000000000
BestBuy,P010,874.55,2024-02-06 05:22:52.972972973
Target,P019,1791.77,2024-06-05 16:40:21.621621620
Target,P046,872.56,2024-01-08 19:26:07.567567567
Target,P003,587.69,2024-02-21 12:16:34.594594594
Target,P041,1326.86,2024-06-09 16:23:03.783783782
Costco,P024,1234.77,2024-03-23 06:03:14.594594594
Target,P050,1035.79,2024-05-13 22:19:05.945945946
Target,P033,609.89,2024-01-29 05:57:28.648648648
Costco,P027,1292.33,2024-03-28 17:39:27.567567567
Costco,P001,916.29,2024-06-11 08:15:51.351351350
Walmart,P015,740.32,2024-04-21 15:55:40.540540540
Walmart,P048,1965.31,2024-04-23 11:47:44.864864864
Walmart,P046,738.7,2024-05-20 21:48:49.729729728
Target,P003,1767.86,2024-05-21 13:45:56.756756756
Target,P036,1927.43,2024-03-11 18:52:58.378378378
Costco,P031,1663.75,2024-01-24 22:16:12.972972972
BestBuy,P023,1171.28,2024-01-13 15:05:13.513513513
Costco,P009,147.43,2024-01-20 22:33:30.810810810
BestBuy,P005,1854.82,2024-02-20 20:19:27.567567567
Target,P003,1782.34,2024-03-19 18:18:22.702702702
Walmart,P028,1285.16,2024-04-26 19:33:20.000000000
Costco,P044,188.48,2024-05-16 18:06:50.810810810
Target,P018,781.43,2024-02-13 16:50:27.027027027
Walmart,P025,259.05,2024-05-18 02:01:04.864864864
BestBuy,P042,1734.22,2024-01-23 02:24:08.648648648
Costco,P001,1496.96,2024-03-08 15:06:40.000000000
Target,P014,1182.8,2024-03-25 21:51:42.702702702
Walmart,P026,440.16,2024-03-03 19:27:34.054054054
Target,P030,1185.68,2024-02-12 16:54:46.486486486
Costco,P016,551.14,2024-04-28 23:23:57.837837838
Walmart,P045,1899.12,2024-05-02 19:07:23.243243242
Target,P038,477.52,2024-03-27 09:45:13.513513513
Costco,P025,1421.04,2024-05-22 09:42:20.540540540
BestBuy,P024,901.24,2024-02-06 09:22:09.729729729
BestBuy,P018,761.57,2024-01-03 11:49:11.351351351
Costco,P019,890.61,2024-01-05 23:38:22.702702702
Target,P022,1695.72,2024-04-25 15:38:22.702702702
Walmart,P008,1343.75,2024-03-27 09:45:13.513513513
Target,P050,647.59,2024-02-28 19:44:51.891891892
BestBuy,P027,177.37,2024-01-04 03:46:18.378378378
Walmart,P043,1334.7,2024-01-31 01:49:32.972972973
BestBuy,P022,186.08,2024-03-21 22:09:00.540540540
BestBuy,P002,547.5,2024-02-19 04:26:39.999999999
BestBuy,P029,756.28,2024-04-14 16:25:56.756756756
Costco,P010,258.28,2024-05-29 09:12:04.324324324
Walmart,P013,233.06,2024-01-30 05:53:09.189189189
BestBuy,P019,1761.89,2024-02-01 17:42:20.540540540
BestBuy,P014,82.44,2024-03-26 13:48:49.729729729
Target,P020,244.77,2024-03-14 18:40:00.000000000
BestBuy,P016,433.99,2024-02-13 08:51:53.513513513
Target,P026,426.07,2024-01-03 11:49:11.351351351
Costco,P046,143.77,2024-04-18 04:10:48.648648648
Costco,P043,734.53,2024-02-15 04:43:57.837837837
Target,P043,1197.96,2024-05-12 18:24:08.648648648
Target,P007,782.3,2024-04-04 13:09:54.594594594
BestBuy,P016,1533.6,2024-04-04 13:09:54.594594594
Costco,P042,293.98,2024-05-24 05:34:24.864864864
Target,P012,989.01,2024-03-20 14:14:46.486486486
Costco,P022,1529.63,2024-06-13 04:07:55.675675674
Costco,P009,1738.32,2024-05-05 06:56:34.594594594
Costco,P007,1303.34,2024-06-14 00:04:19.459459458
Walmart,P036,1015.27,2024-06-14 00:04:19.459459458
Target,P030,1407.46,2024-01-25 22:11:53.513513513
Walmart,P022,1585.08,2024-03-04 03:26:07.567567567
Target,P047,208.35,2024-05-05 10:55:51.351351350
Costco,P011,307.56,2024-02-27 11:50:37.837837838
Costco,P038,1738.48,2024-02-17 20:32:25.945945945
BestBuy,P049,1402.0,2024-03-15 06:37:50.270270270
Target,P050,1055.69,2024-02-23 12:07:55.675675675
Walmart,P008,1429.74,2024-01-02 19:52:04.324324324
Costco,P010,1586.96,2024-05-31 17:01:58.918918918
Walmart,P047,1646.96,2024-01-20 18:34:14.054054054
BestBuy,P040,216.1,2024-05-08 02:44:19.459459458
Costco,P007,1596.96,2024-04-17 12:13:41.621621622
Costco,P036,319.81,2024-03-20 10:15:29.729729729
Costco,P013,1505.49,2024-06-13 04:07:55.675675674
BestBuy,P007,612.44,2024-03-04 07:25:24.324324324
Walmart,P005,1417.08,2024-01-23 22:20:32.432432432
Target,P045,844.15,2024-01-07 19:30:27.027027027
Costco,P031,1515.46,2024-06-08 16:27:23.243243242
Costco,P036,619.76,2024-03-11 22:52:15.135135135
Walmart,P026,1972.34,2024-03-05 03:21:48.108108108
Walmart,P040,1007.92,2024-03-14 06:42:09.729729729
Target,P039,1758.97,2024-01-04 19:43:25.405405405
Target,P001,487.16,2024-02-20 00:23:03.783783783
Walmart,P043,1774.47,2024-04-04 05:11:21.081081081
Walmart,P009,1034.34,2024-03-08 19:05:56.756756756
Costco,P017,1268.31,2024-06-07 20:30:59.459459458
Walmart,P016,901.77,2024-06-12 00:12:58.378378378
Target,P048,1715.96,2024-03-02 23:31:10.270270270
BestBuy,P014,113.53,2024-04-05 13:05:35.135135135
Target,P016,578.4,2024-03-18 06:24:51.891891891
BestBuy,P006,1121.11,2024-05-10 02:35:40.540540540
BestBuy,P036,642.32,2024-02-23 00:10:05.405405405
Costco,P045,1863.12,2024-03-17 14:27:44.864864864
BestBuy,P007,546.29,2024-02-17 16:33:09.189189189
Walmart,P025,1810.19,2024-02-05 21:24:19.459459459
Costco,P025,922.68,2024-01-27 14:04:41.081081081
Target,P010,625.0,2024-04-26 07:35:29.729729730
Walmart,P038,430.81,2024-02-05 21:24:19.459459459
Costco,P002,1947.38,2024-05-06 06:52:15.135135134
Costco,P030,1358.13,2024-03-04 03:26:07.567567567
BestBuy,P008,1186.76,2024-05-07 06:47:55.675675674
Costco,P015,1449.91,2024-05-27 09:20:43.243243242
Target,P022,1480.29,2024-03-17 10:28:28.108108108
Walmart,P036,638.38,2024-01-13 23:03:47.027027027
Walmart,P038,1069.09,2024-01-21 22:29:11.351351351
Walmart,P009,740.22,2024-04-15 08:23:03.783783784
Target,P050,884.42,2024-01-15 22:55:08.108108108
Walmart,P050,1289.92,2024-02-28 03:47:44.864864865
BestBuy,P001,206.62,2024-01-03 07:49:54.594594594
Target,P041,1871.84,2024-01-01 15:57:07.027027027
Target,P004,403.14,2024-01-18 18:42:52.972972973
BestBuy,P004,569.49,2024-02-10 17:03:25.405405405
Walmart,P004,976.6,2024-03-20 10:15:29.729729729
Costco,P038,281.07,2024-03-11 02:55:51.351351351
Walmart,P013,1018.43,2024-04-22 23:49:54.594594594
Walmart,P029,203.16,2024-04-11 16:38:55.135135135
Target,P010,824.04,2024-01-05 03:41:58.918918918
Costco,P009,1051.89,2024-03-01 23:35:29.729729729
BestBuy,P042,659.71,2024-01-11 03:16:02.162162162
Walmart,P043,1061.55,2024-01-21 10:31:21.081081081
Costco,P035,834.82,2024-03-26 17:48:06.486486486
Walmart,P039,1518.96,2024-02-24 12:03:36.216216216
Walmart,P004,837.44,2024-03-04 03:26:07.567567567
Costco,P016,1217.76,2024-02-21 08:17:17.837837837
Costco,P003,1535.4,2024-04-25 15:38:22.702702702
Target,P009,425.4,2024-05-23 05:38:44.324324324
Costco,P036,1223.77,2024-01-05 11:40:32.432432432
BestBuy,P010,107.49,2024-04-12 00:37:28.648648648
Walmart,P004,370.95,2024-02-17 08:34:35.675675675
Costco,P033,365.38,2024-02-19 04:26:39.999999999
BestBuy,P017,1588.14,2024-01-27 02:06:50.810810810
Costco,P045,1228.79,2024-04-21 07:57:07.027027026
Costco,P030,1055.79,2024-02-26 11:54:57.297297297
Walmart,P039,1656.47,2024-01-18 22:42:09.729729729
BestBuy,P002,800.85,2024-04-29 19:20:21.621621620
Walmart,P044,1322.7,2024-03-04 15:23:57.837837837
Costco,P016,1470.69,2024-02-12 08:56:12.972972972
Walmart,P024,206.33,2024-05-24 01:35:08.108108108
Walmart,P040,842.15,2024-03-24 13:57:28.648648648
BestBuy,P007,1771.49,2024-05-08 14:42:09.729729730
BestBuy,P005,366.93,2024-04-06 20:59:49.189189189
BestBuy,P023,355.93,2024-05-27 01:22:09.729729728
Target,P008,616.93,2024-01-20 18:34:14.054054054
BestBuy,P026,809.53,2024-02-14 20:45:24.324324324
Costco,P039,421.41,2024-05-23 01:39:27.567567566
Target,P010,1220.63,2024-02-04 17:29:22.162162162
BestBuy,P012,667.47,2024-05-12 10:25:35.135135134
Costco,P016,66.87,2024-06-08 20:26:40.000000000
Target,P023,1610.33,2024-02-22 16:11:31.891891892
BestBuy,P003,303.94,2024-03-18 18:22:42.162162162
Costco,P009,121.93,2024-02-18 08:30:16.216216216
Costco,P036,202.1,2024-01-20 22:33:30.810810810
BestBuy,P010,1430.59,2024-05-20 17:49:32.972972972
Costco,P021,910.98,2024-01-08 19:26:07.567567567
Target,P010,359.03,2024-01-28 14:00:21.621621621
Costco,P039,1693.49,2024-04-17 16:12:58.378378378
BestBuy,P043,1474.32,2024-06-04 04:46:50.810810810
Costco,P015,1635.38,2024-02-26 11:54:57.297297297
Walmart,P006,126.8,2024-02-24 12:03:36.216216216
Target,P010,1917.18,2024-06-04 04:46:50.810810810
BestBuy,P021,234.01,2024-01-14 07:02:20.540540540
Target,P005,805.7,2024-05-04 11:00:10.810810810
Costco,P012,737.96,2024-01-19 06:40:43.243243243
Costco,P034,1322.17,2024-05-18 13:58:55.135135134
Target,P023,1009.87,2024-04-10 00:46:07.567567567
Target,P039,1945.59,2024-04-07 08:57:39.459459459
Target,P021,1949.79,2024-02-21 16:15:51.351351351
Costco,P009,1572.6,2024-05-22 05:43:03.783783784
Walmart,P041,1622.44,2024-04-04 17:09:11.351351351
BestBuy,P012,1374.79,2024-02-13 12:51:10.270270270
BestBuy,P039,88.48,2024-01-10 07:19:38.378378378
Target,P030,976.5,2024-05-15 10:12:36.756756756
Target,P034,1973.0,2024-05-04 22:58:01.081081080
Costco,P018,152.42,2024-01-25 18:12:36.756756756
BestBuy,P003,760.11,2024-02-25 19:57:50.270270270
Costco,P005,1959.38,2024-06-14 00:04:19.459459458
Walmart,P020,786.51,2024-04-21 19:54:57.297297296
Costco,P014,153.69,2024-04-01 21:21:26.486486486
Walmart,P048,280.07,2024-03-31 17:26:29.189189189
Costco,P050,350.8,2024-02-12 08:56:12.972972972
Target,P037,647.81,2024-03-09 23:00:54.054054054
Walmart,P045,370.2,2024-01-19 14:39:16.756756756
Walmart,P015,1826.32,2024-05-22 05:43:03.783783784
Target,P045,1322.12,2024-03-24 17:56:45.405405405
Target,P040,1679.2,2024-04-13 12:30:59.459459459
Target,P027,449.98,2024-04-12 16:34:35.675675675
Costco,P020,1285.59,2024-04-25 07:39:49.189189188
Walmart,P042,1015.94,2024-05-10 14:33:30.810810810
Target,P003,662.13,2024-04-26 19:33:20.000000000
Costco,P026,1812.26,2024-01-26 18:08:17.297297297
Costco,P029,1302.25,2024-04-25 19:37:39.459459458
Costco,P009,185.8,2024-03-04 11:24:41.081081081
BestBuy,P003,1338.75,2024-02-26 03:56:23.783783783
Costco,P017,593.42,2024-04-27 07:31:10.270270270
Target,P044,503.73,2024-04-25 07:39:49.189189188
Walmart,P017,1690.43,2024-01-07 11:31:53.513513513
Target,P012,1624.77,2024-06-03 04:51:10.270270270
Walmart,P016,1119.1,2024-05-14 06:17:39.459459458
Costco,P006,774.06,2024-03-22 02:08:17.297297297
Walmart,P008,930.47,2024-02-01 13:43:03.783783783
Target,P043,979.26,2024-05-11 10:29:54.594594594
BestBuy,P018,1175.89,2024-05-08 06:43:36.216216216
BestBuy,P016,1097.88,2024-05-03 15:03:47.027027026
Target,P046,786.04,2024-04-24 11:43:25.405405404
Walmart,P022,1045.66,2024-06-11 16:14:24.864864864
Walmart,P025,1793.89,2024-02-09 21:07:01.621621621
Walmart,P014,357.62,2024-03-26 01:50:59.459459459
BestBuy,P020,1391.32,2024-06-02 04:55:29.729729728
Costco,P035,664.2,2024-05-05 22:53:41.621621620
Costco,P033,634.51,2024-02-21 16:15:51.351351351
Costco,P028,1039.22,2024-05-30 13:07:01.621621620
Costco,P027,970.05,2024-05-07 10:47:12.432432432
Walmart,P016,1252.82,2024-03-07 19:10:16.216216216
Walmart,P027,1493.5,2024-05-17 10:03:57.837837838
BestBuy,P011,1321.2,2024-03-19 18:18:22.702702702
Target,P047,442.59,2024-01-20 18:34:14.054054054
Costco,P038,1867.53,2024-02-13 12:51:10.270270270
Walmart,P003,508.04,2024-02-20 16:20:10.810810810
Walmart,P015,1008.09,2024-02-17 16:33:09.189189189
Walmart,P016,947.87,2024-03-07 23:09:32.972972973
Target,P016,1083.93,2024-02-14 04:48:17.297297297
Target,P016,79.88,2024-01-19 02:41:26.486486486
Costco,P031,1290.32,2024-02-26 07:55:40.540540540
BestBuy,P005,227.56,2024-01-23 10:22:42.162162162
Costco,P004,935.38,2024-02-27 03:52:04.324324324
BestBuy,P050,1309.18,2024-03-10 03:00:10.810810810
Costco,P044,663.27,2024-05-01 11:13:09.189189188
BestBuy,P045,191.97,2024-05-15 10:12:36.756756756
Target,P016,1377.2,2024-01-18 02:45:45.945945945
Costco,P005,294.88,2024-06-01 04:59:49.189189188
BestBuy,P031,1393.92,2024-04-13 20:29:32.972972972
Costco,P019,950.23,2024-06-02 16:53:20.000000000
Target,P033,1361.63,2024-06-08 00:30:16.216216216
Costco,P008,1108.24,2024-05-07 10:47:12.432432432
Walmart,P031,745.79,2024-01-28 10:01:04.864864864
BestBuy,P042,1339.38,2024-01-20 14:34:57.297297297
Walmart,P020,139.79,2024-04-09 20:46:50.810810810
Costco,P001,991.61,2024-01-27 02:06:50.810810810
Costco,P020,1663.2,2024-03-16 06:33:30.810810810
Walmart,P033,1288.28,2024-03-27 05:45:56.756756756
Costco,P025,662.36,2024-03-28 09:40:54.054054054
Target,P021,519.34,2024-01-08 15:26:50.810810810
Target,P020,214.62,2024-04-30 07:18:11.891891892
BestBuy,P045,281.77,2024-01-24 22:16:12.972972972
Target,P017,1994.33,2024-04-01 09:23:36.216216216
Costco,P047,207.67,2024-05-16 18:06:50.810810810
BestBuy,P041,139.35,2024-03-22 14:06:07.567567567
Walmart,P027,421.17,2024-05-05 14:55:08.108108108
BestBuy,P024,1119.79,2024-04-22 03:53:30.810810810
Walmart,P008,1574.37,2024-03-04 19:23:14.594594594
Walmart,P029,1286.61,2024-01-21 18:29:54.594594594
BestBuy,P007,915.1,2024-04-20 16:00:00.000000000
Costco,P029,1005.12,2024-04-20 12:00:43.243243242
Costco,P011,1063.94,2024-02-23 20:06:29.189189189
Walmart,P035,875.45,2024-03-17 10:28:28.108108108
Target,P036,258.6,2024-01-10 23:16:45.405405405
BestBuy,P031,1371.48,2024-02-29 11:41:58.918918919
Target,P024,69.53,2024-04-24 07:44:08.648648648
Walmart,P028,1005.15,2024-03-20 10:15:29.729729729
Target,P044,577.87,2024-01-27 18:03:57.837837837
Walmart,P019,1780.8,2024-03-08 15:06:40.000000000
Costco,P024,1849.98,2024-02-04 21:28:38.918918918
Walmart,P040,713.13,2024-01-06 11:36:12.972972972
Walmart,P002,891.48,2024-03-14 10:41:26.486486486
Target,P050,406.45,2024-04-25 11:39:05.945945946
Walmart,P037,697.46,2024-05-15 10:12:36.756756756
Costco,P032,738.09,2024-02-02 17:38:01.081081081
Target,P022,1239.98,2024-02-14 16:46:07.567567567
Costco,P001,902.73,2024-02-16 08:38:55.135135135
Costco,P040,854.85,2024-02-08 09:13:30.810810810
Target,P025,1219.08,2024-05-15 14:11:53.513513512
Target,P004,1783.12,2024-03-14 02:42:52.972972973
BestBuy,P009,566.27,2024-01-19 18:38:33.513513513
Costco,P049,389.81,2024-05-04 07:00:54.054054054
BestBuy,P004,577.07,2024-02-26 15:54:14.054054054
Walmart,P028,88.42,2024-01-07 19:30:27.027027027
Target,P018,1062.23,2024-01-05 03:41:58.918918918
BestBuy,P011,1422.06,2024-06-05 20:39:38.378378378
Costco,P022,1969.16,2024-05-12 14:24:51.891891892
Target,P042,944.6,2024-06-10 08:20:10.810810810
Walmart,P022,76.53,2024-01-29 09:56:45.405405405
BestBuy,P040,1135.08,2024-05-01 03:14:35.675675676
BestBuy,P013,417.21,2024-01-15 22:55:08.108108108
BestBuy,P033,625.82,2024-05-31 17:01:58.918918918
Target,P007,838.26,2024-01-11 03:16:02.162162162
Walmart,P020,1742.95,2024-05-25 01:30:48.648648648
Walmart,P037,571.4,2024-01-04 23:42:42.162162162
Walmart,P027,1268.26,2024-04-13 20:29:32.972972972
Target,P004,1878.54,2024-01-24 18:16:56.216216216
Walmart,P012,1867.51,2024-03-28 09:40:54.054054054
Target,P015,1354.81,2024-01-27 02:06:50.810810810
BestBuy,P008,1143.94,2024-03-24 17:56:45.405405405
Target,P032,1459.81,2024-04-20 19:59:16.756756756
Costco,P016,184.27,2024-01-11 19:13:09.189189189
Walmart,P012,1846.24,2024-01-27 18:03:57.837837837
Walmart,P020,1141.72,2024-03-16 10:32:47.567567567
Walmart,P004,92.89,2024-06-07 20:30:59.459459458
BestBuy,P043,770.25,2024-06-04 12:45:24.324324324
Walmart,P028,1458.47,2024-03-28 05:41:37.297297297
Target,P050,1653.0,2024-03-16 14:32:04.324324324
BestBuy,P024,502.07,2024-05-27 13:20:00.000000000
Target,P025,1818.2,2024-03-21 22:09:00.540540540
Target,P015,1061.93,2024-01-15 18:55:51.351351351
Walmart,P031,1581.69,2024-04-30 11:17:28.648648648
BestBuy,P040,1009.68,2024-02-17 04:35:18.918918918
BestBuy,P004,1663.27,2024-05-22 13:41:37.297297296
BestBuy,P046,871.24,2024-03-18 22:21:58.918918918
Costco,P006,941.32,2024-03-13 18:44:19.459459459
Costco,P033,382.25,2024-01-22 06:27:44.864864864
BestBuy,P049,1633.51,2024-03-06 19:14:35.675675675
Target,P049,1701.13,2024-04-07 04:58:22.702702702
Walmart,P009,376.65,2024-03-17 14:27:44.864864864
Costco,P002,723.18,2024-01-13 11:05:56.756756756
Target,P036,427.31,2024-04-23 11:47:44.864864864
Target,P037,861.8,2024-05-09 14:37:50.270270270
Costco,P030,706.22,2024-05-15 10:12:36.756756756
BestBuy,P029,643.55,2024-04-29 23:19:38.378378378
Costco,P044,1278.4,2024-04-26 11:34:46.486486486
BestBuy,P008,356.94,2024-05-25 13:28:38.918918918
BestBuy,P035,1452.06,2024-01-16 10:52:58.378378378
Walmart,P047,101.62,2024-04-17 00:15:51.351351350
Walmart,P046,1658.66,2024-01-07 11:31:53.513513513
Walmart,P023,706.56,2024-05-22 09:42:20.540540540
Costco,P034,699.67,2024-04-11 08:40:21.621621621
Target,P026,946.06,2024-02-07 05:18:33.513513513
Walmart,P008,882.49,2024-04-10 00:46:07.567567567
BestBuy,P006,1495.41,2024-03-25 09:53:52.432432432
BestBuy,P031,475.59,2024-03-16 14:32:04.324324324
Target,P001,192.84,2024-04-01 09:23:36.216216216
BestBuy,P024,1045.77,2024-05-02 15:08:06.486486486
Target,P027,1984.22,2024-04-13 12:30:59.459459459
BestBuy,P005,820.77,2024-02-29 23:39:49.189189189
Walmart,P024,334.08,2024-04-27 15:29:43.783783784
Costco,P022,1345.73,2024-01-23 10:22:42.162162162
Target,P017,1414.76,2024-03-03 07:29:43.783783783
Costco,P038,1862.29,2024-04-18 16:08:38.918918918
Target,P013,304.42,2024-01-16 18:51:31.891891891
Costco,P017,1583.13,2024-01-22 22:24:51.891891891
Costco,P006,712.87,2024-01-08 19:26:07.567567567
Walmart,P042,265.76,2024-05-14 02:18:22.702702702
Costco,P008,1566.35,2024-06-02 12:54:03.243243242
